Type_of_Event,Year_of_Birth,Residence_or_Place_of_Birth,ZIP_Code_of_Residence,Birthweight_Grams,Total_Births,Last_Data_Refresh
Birth,2022,Place of Residence,94701,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,94701,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94702,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94702,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,94702,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94702,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,94702,2500 - 2999 grams,31,11/10/2023
Birth,2022,Place of Residence,94702,3000 - 3499 grams,50,11/10/2023
Birth,2022,Place of Residence,94702,3500 - 3999 grams,38,11/10/2023
Birth,2022,Place of Residence,94702,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94702,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94703,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94703,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,94703,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94703,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,94703,2500 - 2999 grams,23,11/10/2023
Birth,2022,Place of Residence,94703,3000 - 3499 grams,52,11/10/2023
Birth,2022,Place of Residence,94703,3500 - 3999 grams,41,11/10/2023
Birth,2022,Place of Residence,94703,4000 - 5999 grams,14,11/10/2023
Birth,2022,Place of Residence,94703,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94704,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94704,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,94704,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,94704,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,94704,2500 - 2999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94704,3000 - 3499 grams,18,11/10/2023
Birth,2022,Place of Residence,94704,3500 - 3999 grams,11,11/10/2023
Birth,2022,Place of Residence,94704,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94704,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94705,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94705,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,94705,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94705,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,94705,2500 - 2999 grams,17,11/10/2023
Birth,2022,Place of Residence,94705,3000 - 3499 grams,51,11/10/2023
Birth,2022,Place of Residence,94705,3500 - 3999 grams,20,11/10/2023
Birth,2022,Place of Residence,94705,4000 - 5999 grams,12,11/10/2023
Birth,2022,Place of Residence,94705,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94706,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94706,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,94706,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94706,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,94706,2500 - 2999 grams,34,11/10/2023
Birth,2022,Place of Residence,94706,3000 - 3499 grams,70,11/10/2023
Birth,2022,Place of Residence,94706,3500 - 3999 grams,50,11/10/2023
Birth,2022,Place of Residence,94706,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94706,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94707,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94707,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,94707,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,94707,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,94707,2500 - 2999 grams,13,11/10/2023
Birth,2022,Place of Residence,94707,3000 - 3499 grams,37,11/10/2023
Birth,2022,Place of Residence,94707,3500 - 3999 grams,26,11/10/2023
Birth,2022,Place of Residence,94707,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94707,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94708,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94708,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,94708,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94708,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,94708,2500 - 2999 grams,22,11/10/2023
Birth,2022,Place of Residence,94708,3000 - 3499 grams,40,11/10/2023
Birth,2022,Place of Residence,94708,3500 - 3999 grams,17,11/10/2023
Birth,2022,Place of Residence,94708,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94708,Unreliable/Unknown,<11,11/10/2023
Birth,2022,Place of Residence,94709,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94709,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,94709,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,94709,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,94709,2500 - 2999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94709,3000 - 3499 grams,19,11/10/2023
Birth,2022,Place of Residence,94709,3500 - 3999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94709,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94709,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94710,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94710,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,94710,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94710,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,94710,2500 - 2999 grams,20,11/10/2023
Birth,2022,Place of Residence,94710,3000 - 3499 grams,37,11/10/2023
Birth,2022,Place of Residence,94710,3500 - 3999 grams,31,11/10/2023
Birth,2022,Place of Residence,94710,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94710,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94712,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94712,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,94712,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,94712,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,94712,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,94712,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,94712,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,94712,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,94712,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94720,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94720,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,94720,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,94720,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,94720,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,94720,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,94720,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,94720,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,94720,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94801,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94801,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,94801,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94801,2000 - 2499 grams,17,11/10/2023
Birth,2022,Place of Residence,94801,2500 - 2999 grams,75,11/10/2023
Birth,2022,Place of Residence,94801,3000 - 3499 grams,153,11/10/2023
Birth,2022,Place of Residence,94801,3500 - 3999 grams,98,11/10/2023
Birth,2022,Place of Residence,94801,4000 - 5999 grams,38,11/10/2023
Birth,2022,Place of Residence,94801,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94802,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94802,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,94802,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,94802,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,94802,2500 - 2999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94802,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,94802,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,94802,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,94802,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94803,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94803,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,94803,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94803,2000 - 2499 grams,14,11/10/2023
Birth,2022,Place of Residence,94803,2500 - 2999 grams,66,11/10/2023
Birth,2022,Place of Residence,94803,3000 - 3499 grams,89,11/10/2023
Birth,2022,Place of Residence,94803,3500 - 3999 grams,60,11/10/2023
Birth,2022,Place of Residence,94803,4000 - 5999 grams,34,11/10/2023
Birth,2022,Place of Residence,94803,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94804,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94804,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,94804,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94804,2000 - 2499 grams,29,11/10/2023
Birth,2022,Place of Residence,94804,2500 - 2999 grams,114,11/10/2023
Birth,2022,Place of Residence,94804,3000 - 3499 grams,205,11/10/2023
Birth,2022,Place of Residence,94804,3500 - 3999 grams,128,11/10/2023
Birth,2022,Place of Residence,94804,4000 - 5999 grams,42,11/10/2023
Birth,2022,Place of Residence,94804,Unreliable/Unknown,<11,11/10/2023
Birth,2022,Place of Residence,94805,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94805,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,94805,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94805,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,94805,2500 - 2999 grams,23,11/10/2023
Birth,2022,Place of Residence,94805,3000 - 3499 grams,52,11/10/2023
Birth,2022,Place of Residence,94805,3500 - 3999 grams,36,11/10/2023
Birth,2022,Place of Residence,94805,4000 - 5999 grams,17,11/10/2023
Birth,2022,Place of Residence,94805,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94806,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94806,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,94806,1500 - 1999 grams,23,11/10/2023
Birth,2022,Place of Residence,94806,2000 - 2499 grams,32,11/10/2023
Birth,2022,Place of Residence,94806,2500 - 2999 grams,130,11/10/2023
Birth,2022,Place of Residence,94806,3000 - 3499 grams,277,11/10/2023
Birth,2022,Place of Residence,94806,3500 - 3999 grams,201,11/10/2023
Birth,2022,Place of Residence,94806,4000 - 5999 grams,62,11/10/2023
Birth,2022,Place of Residence,94806,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94807,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94807,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,94807,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,94807,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,94807,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,94807,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,94807,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,94807,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,94807,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94808,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94808,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,94808,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,94808,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,94808,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,94808,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,94808,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,94808,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,94808,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94820,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94820,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,94820,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,94820,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,94820,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,94820,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,94820,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,94820,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,94820,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94850,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94850,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,94850,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,94850,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,94850,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,94850,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,94850,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,94850,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,94850,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94901,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94901,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,94901,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94901,2000 - 2499 grams,27,11/10/2023
Birth,2022,Place of Residence,94901,2500 - 2999 grams,75,11/10/2023
Birth,2022,Place of Residence,94901,3000 - 3499 grams,211,11/10/2023
Birth,2022,Place of Residence,94901,3500 - 3999 grams,129,11/10/2023
Birth,2022,Place of Residence,94901,4000 - 5999 grams,49,11/10/2023
Birth,2022,Place of Residence,94901,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94903,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94903,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,94903,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94903,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,94903,2500 - 2999 grams,46,11/10/2023
Birth,2022,Place of Residence,94903,3000 - 3499 grams,93,11/10/2023
Birth,2022,Place of Residence,94903,3500 - 3999 grams,78,11/10/2023
Birth,2022,Place of Residence,94903,4000 - 5999 grams,17,11/10/2023
Birth,2022,Place of Residence,94903,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94904,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94904,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,94904,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,94904,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,94904,2500 - 2999 grams,16,11/10/2023
Birth,2022,Place of Residence,94904,3000 - 3499 grams,44,11/10/2023
Birth,2022,Place of Residence,94904,3500 - 3999 grams,28,11/10/2023
Birth,2022,Place of Residence,94904,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94904,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94912,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94912,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,94912,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,94912,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,94912,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,94912,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,94912,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,94912,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,94912,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94913,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94913,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,94913,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,94913,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,94913,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,94913,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,94913,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,94913,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,94913,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94914,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94914,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,94914,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,94914,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,94914,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,94914,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,94914,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,94914,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,94914,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94915,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94915,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,94915,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,94915,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,94915,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,94915,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,94915,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,94915,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,94915,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94920,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94920,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,94920,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94920,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,94920,2500 - 2999 grams,14,11/10/2023
Birth,2022,Place of Residence,94920,3000 - 3499 grams,36,11/10/2023
Birth,2022,Place of Residence,94920,3500 - 3999 grams,28,11/10/2023
Birth,2022,Place of Residence,94920,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94920,Unreliable/Unknown,<11,11/10/2023
Birth,2022,Place of Residence,94922,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94922,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,94922,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,94922,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,94922,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,94922,3000 - 3499 grams,<11,11/10/2023
Birth,2022,Place of Residence,94922,3500 - 3999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94922,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,94922,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94923,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94923,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,94923,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,94923,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,94923,2500 - 2999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94923,3000 - 3499 grams,<11,11/10/2023
Birth,2022,Place of Residence,94923,3500 - 3999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94923,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,94923,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94924,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94924,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,94924,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,94924,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,94924,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,94924,3000 - 3499 grams,<11,11/10/2023
Birth,2022,Place of Residence,94924,3500 - 3999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94924,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,94924,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94925,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94925,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,94925,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94925,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,94925,2500 - 2999 grams,22,11/10/2023
Birth,2022,Place of Residence,94925,3000 - 3499 grams,34,11/10/2023
Birth,2022,Place of Residence,94925,3500 - 3999 grams,29,11/10/2023
Birth,2022,Place of Residence,94925,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94925,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94926,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94926,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,94926,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,94926,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,94926,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,94926,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,94926,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,94926,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,94926,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94927,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94927,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,94927,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,94927,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,94927,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,94927,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,94927,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,94927,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,94927,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94928,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94928,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,94928,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94928,2000 - 2499 grams,23,11/10/2023
Birth,2022,Place of Residence,94928,2500 - 2999 grams,81,11/10/2023
Birth,2022,Place of Residence,94928,3000 - 3499 grams,176,11/10/2023
Birth,2022,Place of Residence,94928,3500 - 3999 grams,132,11/10/2023
Birth,2022,Place of Residence,94928,4000 - 5999 grams,51,11/10/2023
Birth,2022,Place of Residence,94928,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94929,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94929,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,94929,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,94929,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,94929,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,94929,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,94929,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,94929,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,94929,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94930,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94930,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,94930,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,94930,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,94930,2500 - 2999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94930,3000 - 3499 grams,20,11/10/2023
Birth,2022,Place of Residence,94930,3500 - 3999 grams,30,11/10/2023
Birth,2022,Place of Residence,94930,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94930,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94931,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94931,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,94931,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94931,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,94931,2500 - 2999 grams,14,11/10/2023
Birth,2022,Place of Residence,94931,3000 - 3499 grams,41,11/10/2023
Birth,2022,Place of Residence,94931,3500 - 3999 grams,22,11/10/2023
Birth,2022,Place of Residence,94931,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94931,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94933,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94933,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,94933,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,94933,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,94933,2500 - 2999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94933,3000 - 3499 grams,<11,11/10/2023
Birth,2022,Place of Residence,94933,3500 - 3999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94933,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94933,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94937,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94937,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,94937,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,94937,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,94937,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,94937,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,94937,3500 - 3999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94937,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,94937,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,94938,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,94938,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,94938,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,94938,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,94938,2500 - 2999 grams,0,11/10/2023
